	-33	-32	-31	-30	-29	-28	-27	-26	-25	-24	-23	-22	-21	-20	-19	-18	-17	-16	-15	-14	-13	-12	-11	-10	-9	-8	-7	-6	-5	-4	-3	-2	-1	0
25	0	0	0	0	0	0	0	0	0	1	3	0	2	3	6	0	1	4	7	7	32	47	2	14	223	439	588	148	133	125	99	69	45	182
26	0	0	0	0	0	0	0	2	0	2	0	2	1	12	1	4	3	5	1	33	211	69	25	341	895	939	305	132	251	130	171	100	41	284
27	0	0	0	0	0	0	6	1	8	5	9	11	15	17	15	6	9	10	11	116	481	450	685	1293	1923	881	378	361	282	510	556	231	182	888
28	0	0	0	0	0	15	28	20	24	38	67	50	55	50	35	48	41	28	92	442	3540	13911	4120	3392	4316	1076	1174	2897	1109	1668	3327	953	520	9429
29	0	0	0	0	172	96	64	249	219	165	261	305	208	309	298	320	277	264	391	2366	77061	80380	10380	16698	18261	2789	13666	18454	3411	17860	20074	3056	6695	53628
30	0	0	0	280	243	170	459	285	362	352	640	386	455	579	454	505	584	492	1235	30763	149089	122092	11406	31839	26238	6410	31183	29596	10738	40378	26962	13223	16627	69032
31	0	0	0	138	145	355	244	266	278	374	283	308	453	419	333	403	296	454	4954	45565	136655	46760	9092	28884	9707	8127	27482	10725	15906	29400	8142	20903	14278	29298
32	0	0	0	41	141	57	61	66	87	63	71	114	72	98	112	61	92	213	3781	27838	17820	1410	4994	4066	849	4134	3178	778	8212	3220	297	11917	2506	2148
33	0	0	0	6	6	4	7	4	3	0	16	3	7	2	10	5	11	62	580	1915	121	107	290	30	186	216	35	94	362	16	29	659	19	284
