	-33	-32	-31	-30	-29	-28	-27	-26	-25	-24	-23	-22	-21	-20	-19	-18	-17	-16	-15	-14	-13	-12	-11	-10	-9	-8	-7	-6	-5	-4	-3	-2	-1	0
25	0	0	0	0	0	0	0	0	14	26	19	27	53	30	14	27	22	20	26	17	24	17	28	14	16	6	8	50	11	0	0	1	0	0
26	0	0	0	0	0	0	0	34	38	37	34	66	26	26	25	30	50	29	38	29	25	29	66	15	14	32	29	22	0	3	0	2	1	0
27	0	0	0	0	0	0	118	64	60	110	89	48	46	58	67	180	60	67	87	44	69	111	60	11	69	53	14	3	2	0	1	0	0	5
28	0	0	0	0	0	127	385	132	111	444	87	69	252	112	143	538	118	116	273	95	150	137	42	44	104	18	3	7	4	3	3	2	2	5
29	0	0	0	0	334	1073	1951	383	1240	2466	206	834	1648	414	1434	2621	393	934	2240	304	219	822	302	113	67	37	17	27	21	13	26	28	18	23
30	0	0	0	4279	1011	2926	4026	1311	3826	2357	585	3137	4857	1332	3503	4949	998	3816	3760	366	1318	2667	570	110	53	59	52	60	52	39	58	68	41	38
31	0	0	5668	3614	2050	4763	4827	2384	2933	2759	1612	6625	4321	2076	5844	4536	2005	5152	2961	896	4243	4589	389	64	59	97	68	80	65	56	72	120	51	40
32	0	1851	2296	475	2242	2904	463	1282	1710	625	2356	2473	651	2627	3140	502	2053	2204	422	1604	4800	1483	67	29	53	47	26	36	30	38	48	61	24	27
33	100	397	61	113	884	81	60	407	76	183	670	70	123	892	77	128	584	84	117	966	784	23	5	4	11	9	7	10	4	6	9	9	2	5
