	-33	-32	-31	-30	-29	-28	-27	-26	-25	-24	-23	-22	-21	-20	-19	-18	-17	-16	-15	-14	-13	-12	-11	-10	-9	-8	-7	-6	-5	-4	-3	-2	-1	0
25	0	0	0	0	0	0	0	0	13	13	10	14	16	33	7	6	12	14	16	16	6	9	34	16	0	6	7	9	0	0	0	0	0	1
26	0	0	0	0	0	0	0	21	10	48	36	56	27	12	10	42	43	28	28	23	19	28	41	5	8	16	6	1	0	1	0	0	1	1
27	0	0	0	0	0	0	114	58	60	80	62	79	65	44	59	127	50	55	79	32	73	58	17	14	40	8	7	1	1	1	2	3	0	0
28	0	0	0	0	0	214	1599	220	172	1540	210	119	747	195	169	1827	216	181	918	232	141	137	86	42	79	15	13	6	2	4	13	8	6	4
29	0	0	0	0	716	4304	6137	674	4198	7593	419	3183	5541	736	4862	5825	560	3144	6261	589	364	2473	499	143	81	58	64	45	63	55	60	89	33	35
30	0	0	0	8120	3224	7837	7942	3443	9504	5084	1575	8266	9565	3258	7858	7076	2102	9167	6450	512	4032	6033	706	109	97	131	97	96	122	83	124	140	83	73
31	0	0	6637	3053	3681	6036	3677	4276	3945	2235	3002	8566	3544	3289	6123	3262	3328	6574	1949	1689	7041	4671	265	40	107	125	94	84	84	95	102	126	43	70
32	0	1494	923	279	1886	1229	240	1117	648	168	1939	985	226	2069	1371	280	1864	713	132	1672	3107	310	22	18	22	43	18	17	29	22	37	30	8	17
33	27	84	8	27	219	11	18	67	13	40	141	16	31	179	7	27	181	17	41	258	89	1	0	0	3	2	0	2	2	0	2	0	0	1
