	-33	-32	-31	-30	-29	-28	-27	-26	-25	-24	-23	-22	-21	-20	-19	-18	-17	-16	-15	-14	-13	-12	-11	-10	-9	-8	-7	-6	-5	-4	-3	-2	-1	0
25	0	0	0	0	0	0	0	0	1	0	2	1	2	1	3	5	7	3	6	30	84	82	10	31	279	791	1140	466	140	142	109	49	47	236
26	0	0	0	0	0	0	0	3	2	0	2	5	2	3	1	6	4	3	11	65	377	116	27	383	1188	1556	853	126	212	167	188	133	65	325
27	0	0	0	0	0	0	7	2	2	3	5	3	6	10	2	3	7	8	17	204	486	404	577	1308	2322	1121	316	250	255	301	358	178	148	650
28	0	0	0	0	0	5	10	3	14	15	13	16	30	33	27	24	16	17	64	378	2584	4903	3270	3199	2755	574	657	845	579	957	1061	431	271	2307
29	0	0	0	0	68	46	35	138	82	106	151	170	126	196	153	159	169	151	248	2724	72090	73085	10714	10654	10178	1738	8334	10767	2077	11612	12196	1797	4088	32889
30	0	0	0	195	146	107	347	226	280	328	506	266	398	489	379	437	337	355	1517	34309	190000	145669	12890	24947	18400	5381	24690	21193	8342	35525	19807	9676	13070	49345
31	0	0	0	168	154	392	285	287	319	390	325	370	513	417	382	434	313	430	7566	75453	243788	92205	10443	29923	11132	9046	30511	13294	16999	35269	10535	21605	15254	37322
32	0	0	0	85	293	123	173	167	163	99	174	234	204	171	217	157	178	458	11662	77233	96178	7460	9638	12428	1953	8570	10775	2014	16012	12963	1077	21763	6965	4758
33	0	0	0	32	27	26	28	35	21	22	35	45	35	40	29	21	60	290	7101	20997	1908	672	2255	248	826	1978	211	614	3185	227	183	5595	107	1765
