Gene	R_GR_in_01d_1	R_GR_in_01d_2	R_GR_in_02d_1	R_GR_in_02d_2	R_GR_in_04d_1	R_GR_in_04d_2	R_GR_in_07d_1	R_GR_in_07d_2	R_GR_in_10d_1	R_GR_in_10d_3	R_GR_in_15d_1	R_GR_in_15d_2	R_GR_in_20d_1	R_GR_in_20d_3	R_GR_in_25d_1	R_GR_in_25d_2	R_GR_un_01d_2	R_GR_un_01d_3	R_GR_un_02d_1	R_GR_un_02d_2	R_GR_un_04d_2	R_GR_un_04d_3	R_GR_un_07d_1	R_GR_un_07d_3	R_GR_un_10d_1	R_GR_un_10d_3	R_GR_un_15d_1	R_GR_un_15d_3	R_GR_un_20d_1	R_GR_un_20d_3	R_GR_un_25d_1	R_GR_un_25d_2
GlmaCp005	50.2159534592577	47.5806951242178	13.4995421793195	11.6098118699645	44.3514572395381	32.6902435967985	43.1125691175869	53.786329702908	489.273795800803	295.208816447617	54.3865741428098	45.7275583394382	31.0873623054824	51.1748396476801	48.6794206748835	39.897927253219	38.7743476575028	44.8905143980418	17.5991787049938	20.8390378180074	87.8695014976514	31.4538574224396	21.2403044936173	56.6948035755523	31.4296121747035	24.0969071415473	26.6648018075717	18.1103281189003	59.9263045817144	60.1951752036688	23.527782315631	30.4031591085441
GlmaCp009	121.313788555038	81.7793197447494	21.8785683595868	33.9006506602964	160.208325130577	114.869883749862	284.191016836338	163.182254522382	911.553388112981	748.916143607341	157.533525103311	135.929865200796	179.706769818534	190.154930480327	293.076786117963	317.20500840989	107.227825620749	155.935471066882	49.3754735890103	41.6780756360147	198.958404945459	93.8990155405183	125.133098212398	194.513878934009	97.9153302365763	74.3328321993492	73.9570918059064	57.8524370464872	50.1708596498074	35.1988736360436	51.938689262808	72.2625810695831
GlmaCp013	98.4431562864656	95.6570224893129	24.2060756318833	24.6128011643248	103.637588855655	64.0183937103971	158.372702880931	49.6839825221777	615.050010092353	766.432151529703	161.909456356181	204.521202709953	258.515960224538	237.828333731061	306.747034389677	332.702550400809	71.3256518638015	133.253948002608	33.2428931094327	35.377901411966	154.340730609864	59.6698177572752	87.7316924736366	154.873609767362	118.465461273882	147.031975778933	98.1063462731412	96.5884166341352	150.512578949422	91.3130200123451	125.185558735999	121.612636434177
GlmaCp018	20.881881636523	10.9039092992999	6.51702036243012	6.03710217238156	3.62052712159495	26.7878385029321	115.260133763345	76.1213310202173	110.216270255481	131.583669270428	21.5670897462866	31.3202454379714	4.90853089033933	31.5129275725188	15.6707724090378	19.784096158621	12.9247825525009	14.6484836456768	5.86639290166459	7.7540605834446	61.0078404180585	16.652042164821	16.6228469950048	38.7184024418406	29.8178371913854	43.2927484237968	15.0932840420217	18.1103281189003	5.57453996108971	0	4.88312463154605	0.440625494326726
GlmaCp026	192.411623650819	173.471284307044	85.6522676205102	94.271672384112	201.844387028919	153.00850127946	288.150334408361	294.001547952336	1181.69130540583	1174.85418991454	209.732133619686	273.42574267349	443.949349415135	538.951863868462	511.467337775831	588.906595654951	146.002173278251	260.364983508643	105.106206154824	101.287416371245	214.893288636743	200.287062704652	129.288809961149	260.888283120021	156.342173381858	135.18773328563	117.224506059702	120.735520792669	130.537144088851	108.657392528656	262.800889261387	239.700268913739
GlmaCp029	100.431906918515	72.3623071680813	42.3606323557958	39.937752832678	184.194317311143	146.652065024527	342.26100789268	246.596647197231	728.724045689182	917.667927249611	102.209251406315	139.688294653352	137.711561090076	162.682121827362	118.364344791669	176.078455811727	81.3782605157467	132.308884541597	64.5303219183105	61.0632270946262	210.795747116128	206.30030015306	89.1169297232204	194.513878934009	114.033080069758	109.865559679258	68.4228876571651	60.8708250663039	72.0044744974088	36.2191308428855	66.5880631574461	101.784489189474
GlmaCp047	282.899777409085	283.997274022675	122.892383977254	106.810269203674	300.95631698258	215.21077034559	497.994165725596	451.25818988033	2917.05728609507	2326.21129603079	370.70389042168	404.97077351297	491.398481355082	425.289851598352	529.472055011746	639.356040859434	248.921738048166	422.915898802605	149.104152917308	142.96549200726	474.859534000261	290.948181157567	188.392265943388	329.106420755645	144.253861006973	153.975152412938	135.336446910128	139.348913581539	104.058079273675	79.5800621336639	147.381579788481	144.08453664484
GlmaCp048	41.763763273046	30.7291989343907	6.98252181688942	6.96588712197872	66.0746199691078	37.6845863685316	107.781422793967	131.275109783369	195.363741786186	250.350747378153	42.8216129745111	67.6517301460181	68.1740401436018	68.1433391098056	119.364606860331	120.682986567588	32.5513042062987	72.2973547673726	22.9767055315196	17.4466363127503	89.2353486711901	68.4583955664863	55.4094899833495	117.077074050327	36.2649371246579	32.2653502403769	29.683458615976	17.6072634489309	12.5427149124519	1.53038581026277	32.8501111576734	66.9750751376624
GlmaCp055	26.8481335326724	22.3034508394771	18.1545567239125	15.3249516683532	25.796255741364	24.0636515365323	89.3046074578586	15.4977560160921	600.354507391622	420.811409842117	33.1320509145853	36.0182822536671	39.540943283289	53.8682522607159	30.0078620598597	34.6221682775867	25.3708694549093	36.8574749794449	22.9767055315196	24.2314393232644	48.2599334650314	21.2776094328268	20.778558743756	39.1793358042434	27.8031184622377	37.9832604095576	31.1927870201782	38.2329149176785	65.5008445428041	0	14.6493738946382	35.2500395461381
GlmaCp058	197.383500230944	161.080478285112	97.2898039819925	95.6648498085078	289.642169727596	169.807654238926	384.933652835597	463.109415069106	1300.55198901468	1226.9749939762	209.107000583562	249.309153686252	259.87944102741	358.762560056368	324.084910246485	387.108814837017	137.385651576584	194.210541237844	101.684143628853	99.8335300118492	204.877076030793	230.815806673491	170.3841816988	294.075485213027	143.045029769484	106.598182439726	127.789804889117	151.925530330775	75.7208344714686	81.6205765473476	184.670895156651	205.331480356255
