Codon	Nucleotide	Frame	SRR1944912	SRR1944913	SRR1944914	SRR1944915	SRR1944916	SRR1944917
-15	-45	0	0.21803317030916522	0.22641638371102085	0.24578392457880344	0.21462283816745156	0.2366851958958319	0.24575799994560016
-14	-42	0	0.18986371608014957	0.19284349468866943	0.18849762738456993	0.17469051853994458	0.18569992563502843	0.19177981296355534
-13	-39	0	0.20243149731296675	0.20404977648301012	0.2001592453059277	0.17201455246028025	0.18323752476678914	0.19225762225511264
-12	-36	0	0.17522718154256478	0.17670574188388533	0.17681623283587236	0.17142411349302528	0.1685018975237824	0.1864953848285712
-11	-33	0	0.20275460888389393	0.20464720917173052	0.18936120677840707	0.17462146135079198	0.18460250918508875	0.19017522952175855
-10	-30	0	0.1716939355332051	0.1759704401131526	0.16541171106993177	0.17036063278007482	0.16459307850774269	0.17163337641655088
-9	-27	0	0.16483725622288017	0.17074202031068256	0.1599533619241521	0.15207774195191667	0.1612775623780662	0.16984337444370196
-8	-24	0	0.19301510296023158	0.1981001953284753	0.19355385177444073	0.1806881354178503	0.18749146768404665	0.19887563751727902
-7	-21	0	0.1844757257285845	0.188619044611623	0.1918860228687858	0.16166978552521666	0.1721625375546767	0.18166024005729006
-6	-18	0	0.16396443535595992	0.17038143963465013	0.15625513261161297	0.16053034190419826	0.16683832276397978	0.16397416478770743
-5	-15	0	0.20927978411495596	0.20632284878388116	0.20779961566819657	0.2110629400666336	0.19751944980257702	0.21015051050163797
-4	-12	0	0.1369069884814339	0.14043910310529176	0.1484433648123993	0.15287880534608714	0.15170716026339756	0.1669551242484677
-3	-9	0	0.15725042868734307	0.15968774801702212	0.1435585378594733	0.15169102169266196	0.15671727352601986	0.1452825505612654
-2	-6	0	0.16914680925329856	0.17261562578418432	0.16364499902757795	0.16054760620148642	0.17526477486899392	0.16585687602608234
-1	-3	0	0.15830368848348234	0.15945089600433415	0.14951789489786074	0.15132156573069538	0.15905946269832938	0.15665726429311394
0	0	0	0.15785888554168648	0.15938726412032844	0.157672457570964	0.14316591169177006	0.15774101183974457	0.16754703725144168
1	3	0	0.23654704369787627	0.23844634489276897	0.22530193086390315	0.22533015534556647	0.22772360785409798	0.23933253469644938
2	6	0	0.15232402629424543	0.15733690341347747	0.144942901773258	0.145489686106756	0.14482794901889914	0.15224287695768182
3	9	0	0.14308807087072933	0.14464587765900325	0.14370356645996504	0.14111146031447938	0.1479961088761456	0.14733641736676534
4	12	0	0.14304191207488262	0.14710277540255745	0.14214780510923558	0.15151837871978038	0.15530187775136264	0.15323415295061407
5	15	0	0.11451157998742874	0.12375694418179206	0.120241894225871	0.0905581449952983	0.09459497130681764	0.12562105478778177
6	18	0	0.13474172133080498	0.1411708697713575	0.1520690798246926	0.11952073012591036	0.14233452577751668	0.1614282257267231
7	21	0	0.12856063894150957	0.1379008979543969	0.12426314178495991	0.13612553125765967	0.13479608910372584	0.13672477220501572
8	24	0	0.14535824437555542	0.15053889713886634	0.14993979628110946	0.1416293892331241	0.14848083345650767	0.1532912048063224
9	27	0	0.14282790311232044	0.14990611340347612	0.1385089056787158	0.14624586232797726	0.14948906058366077	0.1514512824597287
10	30	0	0.16318393208073323	0.16609335767359798	0.15388193733083919	0.1533138656377487	0.16173126458528508	0.15771985510568162
11	33	0	0.14796411821381233	0.15310184802243007	0.1390890200806827	0.14619752229557043	0.149892351434522	0.14566765058729667
12	36	0	0.17868909123107035	0.1825209890610748	0.15897112276627628	0.16497417202616993	0.16871517633914168	0.16783229652998333
13	39	0	0.15174494321907722	0.15577792225533732	0.13741459896591457	0.14629765521984173	0.15056321025374308	0.1509520787222808
14	42	0	0.15363745384879363	0.1589630515602903	0.1408952853777161	0.1658339340311201	0.15599600335044111	0.15063829351588504
15	45	0	0.14884533158906832	0.15677835687609393	0.14779073611018653	0.15154600159544143	0.1514900036513954	0.1566002124374056
