Codon	Nucleotide	Frame	SRR1944912	SRR1944913	SRR1944914	SRR1944915	SRR1944916	SRR1944917
-15	-45	0	0.11594097674807122	0.1233745503030986	0.10446284242154451	0.14450483642054524	0.13359000621604317	0.11466418106734254
-14	-42	0	0.10126567454413993	0.10757439999401154	0.11565528982385283	0.1055727081616119	0.1035406956350124	0.11600951893185109
-13	-39	0	0.1102778933249774	0.11911671758993551	0.11785551452687072	0.12215769458851916	0.12014097020693013	0.12480595881517609
-12	-36	0	0.11624544359877517	0.11927061515788118	0.11575095176746232	0.11664606767927506	0.1222793106602619	0.12180482050204168
-11	-33	0	0.1345134546410133	0.13389088411271824	0.10647174323734343	0.14275113694942212	0.14208709591217736	0.11062816747381694
-10	-30	0	0.11661080381961994	0.13527596222422908	0.11517698010580546	0.1408972260799491	0.13803550347428556	0.12635827173576286
-9	-27	0	0.12696267674355488	0.13594285168532694	0.10168864605686978	0.1330306313094825	0.12948214166095842	0.11590603140381196
-8	-24	0	0.12537944911989424	0.1291713586957182	0.09939275941024245	0.12300949147449326	0.12014097020693014	0.11342233073087313
-7	-21	0	0.09523723090020136	0.10095680457234844	0.09623591527112983	0.11068348947745645	0.11096861510448065	0.1184932196047899
-6	-18	0	0.14340388668156917	0.16179764310019668	0.13048289108332115	0.154976927548109	0.153003886647608	0.12304667083851109
-5	-15	0	0.1672740877767603	0.16815874257528365	0.13306576356077693	0.1676035637401955	0.16003790129672565	0.13929421274065257
-4	-12	0	0.09639420493287645	0.10470164539235935	0.11068086875616025	0.12751900440023842	0.1093929958230783	0.10980026724950401
-3	-9	0	0.1275716104449628	0.12865836680256604	0.20930833261752688	0.13413295669133132	0.1252617328714878	0.22384352314861183
-2	-6	0	0.17007518280323683	0.15456445740675095	0.16128603692557147	0.1470101213792925	0.1387670409977938	0.15585221722691145
-1	-3	0	0.10290979553794136	0.11429459379430507	0.1019756318876982	0.13002428935898572	0.11856535092552777	0.1254268839834108
0	0	0	0.11941189884609646	0.12968435058887037	0.11087219264337919	0.13027481785486045	0.12323593665254193	0.12977336016105376
1	3	0	0.07970942151429895	0.08613133886025053	0.08341721482746045	0.09034057561242823	0.07585481397608516	0.09500155073991016
2	6	0	0.10272711542751897	0.09869964024247886	0.10006239301550873	0.09755579629362052	0.09256763278238879	0.11238745545048197
3	9	0	0.1815840297598468	0.16985161582268582	0.1576508830684115	0.14290145404694693	0.1348842649114808	0.15926730565220232
4	12	0	0.1180113513328582	0.12132258273048988	0.12282993559456332	0.12671731321343926	0.1071983832525536	0.13339542364242288
5	15	0	0.14425639386354028	0.15133260847989224	0.13717922713598427	0.14435451932302037	0.12469901169955837	0.16547655733454938
6	18	0	0.07690832648782246	0.08705472426792445	0.08437383426355517	0.0642355063422812	0.060154893279254475	0.08165165962286397
7	21	0	0.05687440771150131	0.06945910233280478	0.060649672248405874	0.05416426080811698	0.05689111048206388	0.057125115477593046
8	24	0	0.1180113513328582	0.11347380676526157	0.08906126950041934	0.10968137549395753	0.107761104424483	0.09500155073991015
9	27	0	0.11387060216328422	0.12055309489076162	0.10034937884633718	0.1315274603342341	0.1093929958230783	0.1290489474647799
10	30	0	0.12245656735313613	0.12429793571077251	0.10991557320728447	0.10752683042943484	0.10027691283782178	0.10183172759049194
11	33	0	0.09353221653625914	0.09669897185918538	0.0931747330756267	0.0923448035794261	0.10061454554097943	0.10483286590362635
12	36	0	0.12056887287877152	0.11988620542966379	0.11307241734639709	0.11343930293207849	0.10089590612694414	0.12294318331047197
13	39	0	0.13463524138129487	0.13286490032641388	0.12636942750811384	0.10978158689230742	0.11102488722167361	0.11818275702067253
14	42	0	0.08981772095767071	0.08869629832601142	0.07490330184621734	0.09404839735137425	0.09155473467291585	0.08972368680991516
15	45	0	0.09085290825006422	0.0979301524027506	0.07978206097030048	0.10301731750368966	0.09341171454028292	0.09272482512304957
16	48	0	0.1064416110061074	0.11819333218226162	0.08456515815077413	0.11098412367250612	0.10933672370588536	0.09593293849226223
