name	wt_ribo_YPD1_sum	wt_ribo_YPD2_sum	wt_ribo_YPD3_sum	ncs2d_ribo_YPD1_sum	ncs2d_ribo_YPD2_sum	ncs2d_ribo_YPD3_sum	elp6d_ribo_YPD1_sum	elp6d_ribo_YPD2_sum	elp6d_ribo_YPD3_sum	ncs2d_elp6d_ribo_YPD1_sum	ncs2d_elp6d_ribo_YPD2_sum	ncs2d_elp6d_ribo_YPD3_sum	wt_ribo_YPD1_mean	wt_ribo_YPD2_mean	wt_ribo_YPD3_mean	ncs2d_ribo_YPD1_mean	ncs2d_ribo_YPD2_mean	ncs2d_ribo_YPD3_mean	elp6d_ribo_YPD1_mean	elp6d_ribo_YPD2_mean	elp6d_ribo_YPD3_mean	ncs2d_elp6d_ribo_YPD1_mean	ncs2d_elp6d_ribo_YPD2_mean	ncs2d_elp6d_ribo_YPD3_mean	wt_ribo_YPD1_CoV	wt_ribo_YPD2_CoV	wt_ribo_YPD3_CoV	ncs2d_ribo_YPD1_CoV	ncs2d_ribo_YPD2_CoV	ncs2d_ribo_YPD3_CoV	elp6d_ribo_YPD1_CoV	elp6d_ribo_YPD2_CoV	elp6d_ribo_YPD3_CoV	ncs2d_elp6d_ribo_YPD1_CoV	ncs2d_elp6d_ribo_YPD2_CoV	ncs2d_elp6d_ribo_YPD3_CoV
NM_001178148.1	190	308	133	322	262	168	260	160	156	262	220	385	0.16652059596844873	0.26993865030674846	0.1165644171779141	0.2822085889570552	0.22962313759859773	0.147239263803681	0.22787028921998248	0.14022787028921999	0.13672217353198948	0.22962313759859773	0.19281332164767748	0.3374233128834356	3.271672498724831	2.355409865158051	3.4230734850958213	2.122791750995463	2.480493690292945	2.825189858030454	2.406306600459235	2.96870221568192	2.8955833372300215	2.4399200967540033	2.640881083996688	2.2155092797618843
NM_001178149.1	73	121	76	127	82	54	111	68	67	113	66	141	0.05816733067729084	0.09641434262948208	0.06055776892430279	0.10119521912350597	0.0653386454183267	0.04302788844621514	0.08844621513944223	0.054183266932270914	0.05338645418326693	0.0900398406374502	0.05258964143426295	0.11235059760956176	5.378851361870708	3.8561267195272166	4.309275124259266	3.3735564581668704	4.204589389803181	4.897079309733882	3.7122068491483304	4.552946315820515	4.407295599809344	3.877166252673085	4.758458509750048	3.7209605850283993
NM_001178150.1	17989	22382	9534	21964	17156	9772	14688	10130	11815	15210	12872	19735	96.19786096256685	119.68983957219251	50.98395721925134	117.45454545454545	91.7433155080214	52.25668449197861	78.54545454545455	54.17112299465241	63.18181818181818	81.33689839572193	68.83422459893048	105.53475935828877	0.8079978361264676	0.820629424049107	1.0482378745989163	0.682471070435483	0.7792414400872846	0.9254014374952939	0.9186942948050197	0.9540729268562863	1.0933150628912371	1.0226346900734227	0.9750406513094604	1.0290987803803746
NM_001178151.1	68883	84519	47715	106693	85567	49545	74335	51931	52026	93255	84616	120751	110.56661316211878	135.6645264847512	76.58908507223114	171.25682182985554	137.34670947030497	79.52648475120385	119.31781701444623	83.35634028892456	83.50882825040128	149.68699839486356	135.82022471910113	193.82182985553771	1.0384297160157887	0.9717590648051302	1.1031447001174701	0.8839096179702626	0.9423333271180536	1.0397957308514798	1.042825600344369	1.1474899637506537	1.1448845726842845	1.1014034331976248	1.1350701611510836	1.2475204784079237
NM_001178152.1	663	876	466	808	726	358	657	524	464	770	585	921	3.38265306122449	4.469387755102041	2.377551020408163	4.122448979591836	3.704081632653061	1.8265306122448979	3.3520408163265305	2.673469387755102	2.36734693877551	3.9285714285714284	2.9846938775510203	4.698979591836735	1.1154715898255774	0.911859274009386	1.0329226829032243	0.9004636499745903	0.9102674216954064	1.250982956974815	0.9100744348335181	1.08643537798483	1.1104356438468572	1.0689665817374139	1.0548571919575418	1.0160772610533302
NM_001178153.1	160	216	137	293	232	146	212	157	145	321	269	356	0.8938547486033519	1.2067039106145252	0.7653631284916201	1.6368715083798884	1.2960893854748603	0.8156424581005587	1.1843575418994414	0.8770949720670391	0.8100558659217877	1.7932960893854748	1.5027932960893855	1.988826815642458	1.6019889213766374	1.262842754520346	1.7246661149257916	1.1359336702372431	1.3025385476413964	1.4843649721486745	1.2828734025395225	1.6016957936857494	1.6279263364484782	1.364220436324857	1.7340385271229013	1.4596052822473993
NM_001178154.1	53	67	37	89	73	50	88	60	51	113	97	102	0.22083333333333333	0.2791666666666667	0.15416666666666667	0.37083333333333335	0.30416666666666664	0.20833333333333334	0.36666666666666664	0.25	0.2125	0.4708333333333333	0.4041666666666667	0.425	2.9187838468377105	2.2260173051057977	2.885506175755121	1.7442680932576278	2.0485834942647547	2.5899710019216395	1.8139928923109216	2.4409340416766483	2.361049283705262	1.9026260200809624	2.134034059147723	2.068172577861148
NM_001178155.2	65	93	34	82	92	46	90	53	45	84	71	130	0.1371308016877637	0.1962025316455696	0.07172995780590717	0.1729957805907173	0.1940928270042194	0.0970464135021097	0.189873417721519	0.11181434599156118	0.0949367088607595	0.17721518987341772	0.14978902953586498	0.2742616033755274	4.080300475568817	2.659155771966666	4.230762820793592	2.5467668687453098	2.486218543624574	3.3346466011581186	2.618386048986455	3.213656942384489	3.647820101973087	2.608999330753879	3.2539053043407273	2.4198976269283143
NM_001178156.1	46	87	63	101	84	50	63	47	55	71	65	88	0.07590759075907591	0.14356435643564355	0.10396039603960396	0.16666666666666666	0.13861386138613863	0.08250825082508251	0.10396039603960396	0.07755775577557755	0.09075907590759076	0.11716171617161716	0.10726072607260725	0.14521452145214522	4.367921937477701	3.7623588857754613	3.719288450223205	2.8879916668454206	2.818702447570624	3.9381203722227314	3.5076701569166895	3.8289859076096078	3.905373872719253	3.481861291143092	3.4745113126952183	3.3505476657618685
NM_001178157.1	7416	8208	4258	7962	7185	4487	7502	6093	6046	10382	8629	12484	19.776	21.888	11.354666666666667	21.232	19.16	11.965333333333334	20.005333333333333	16.248	16.122666666666667	27.685333333333332	23.010666666666665	33.29066666666667	0.906088168285894	0.8925007609059105	1.0101578921785197	0.8014956833600853	0.8432940210026927	0.9136631545164989	0.8189780514014539	0.964618801695226	0.8904518730236434	0.8979474765880305	0.9356683059395037	0.9178536194303386
