Codon	Nucleotide	Frame	wt_ribo_YPD1	wt_ribo_YPD2	wt_ribo_YPD3	ncs2d_ribo_YPD1	ncs2d_ribo_YPD2	ncs2d_ribo_YPD3	elp6d_ribo_YPD1	elp6d_ribo_YPD2	elp6d_ribo_YPD3	ncs2d_elp6d_ribo_YPD1	ncs2d_elp6d_ribo_YPD2	ncs2d_elp6d_ribo_YPD3
-15	-45	0	0.24719100356326143	0.25298638837842213	0.23590835961742176	0.24521958252094583	0.24294427439642513	0.23667826086452312	0.24253380552848453	0.23569591812758114	0.25711604829040996	0.26125815710099853	0.2498860325362325	0.2645017073343106
-14	-42	0	0.22073022648824847	0.20794013612239035	0.22196517317174233	0.21845186840337827	0.2169474728713847	0.21098771472406627	0.24407528199690864	0.21417587317105607	0.23388096667364294	0.26682690382024915	0.23632538030854452	0.2330203016913438
-13	-39	0	0.24847085850042588	0.22313150035861842	0.2583643550588658	0.23511544758347425	0.24287711076864774	0.23092095161989973	0.22637632945491176	0.21950367042086785	0.2537076561681002	0.22768803055090286	0.2314167253905898	0.24674123939458725
-12	-36	0	0.20577024377866482	0.18772558691916208	0.2080219867260629	0.19130731009233853	0.19083873196671525	0.1862134595171643	0.2150534841232146	0.19219476883714348	0.20490963363400996	0.22047465014103973	0.2105020547284787	0.19819955105288697
-11	-33	0	0.26309521491529864	0.23733098857942267	0.27174764671203744	0.2405404337853335	0.2466472290745527	0.24017455186696143	0.2764848247455257	0.27913401656299147	0.26405611480328317	0.23735131866051282	0.3073520751732382	0.27839095879740733
-10	-30	0	0.20247215605597163	0.1989436466491602	0.20915381705930458	0.2017529600801443	0.19547302228335614	0.19592989614021963	0.21451046400365606	0.1879033700168439	0.2140542771791857	0.25320115630061385	0.19708124000393187	0.21448559045629512
-9	-27	0	0.18086229769384798	0.17043446176139354	0.18415120336806678	0.17510693523338544	0.1736314105301444	0.17279433188616	0.1978975517007762	0.1763493008330806	0.17996310405795551	0.217811706989141	0.1840440820187723	0.17684390120269647
-8	-24	0	0.20387731147649493	0.1748834027194641	0.20123100472661282	0.19175088711173804	0.19290289412707412	0.18907804141182755	0.201786276427937	0.19629701509236097	0.2095435965407247	0.19223893131282746	0.20757263831652178	0.19274618523363907
-7	-21	0	0.1986773414171063	0.17970937257228647	0.20259160927614805	0.19308161816993655	0.189629786666722	0.1878990595621681	0.20029384693805372	0.18445527638253525	0.1934733902789408	0.1998954254631666	0.19882741600469445	0.1950554500188267
-6	-18	0	0.19492280193360623	0.18817802159286418	0.20306119845696108	0.1905143671019076	0.18877009223117122	0.19065731418126525	0.19359893436723896	0.18127514888209292	0.20208864526043868	0.20009567878818935	0.19270683605951638	0.19307608020295158
-5	-15	0	0.274904785471862	0.2840245670832929	0.30418542243281493	0.276391663149719	0.28545437320433664	0.27675113466170076	0.21567007471058422	0.2348132061571981	0.2770080048680604	0.2145394824440879	0.24256428429484206	0.2774147389902581
