Codon	Nucleotide	Frame	wt_ribo_YPD1	wt_ribo_YPD2	wt_ribo_YPD3	ncs2d_ribo_YPD1	ncs2d_ribo_YPD2	ncs2d_ribo_YPD3	elp6d_ribo_YPD1	elp6d_ribo_YPD2	elp6d_ribo_YPD3	ncs2d_elp6d_ribo_YPD1	ncs2d_elp6d_ribo_YPD2	ncs2d_elp6d_ribo_YPD3
-15	-43	2	0.07169198219440923	0.06236855455133121	0.06559424013608604	0.07411471478790964	0.06840438773435488	0.07272007523720385	0.06502081440819135	0.05371521020743044	0.07185586148844902	0.09584397544653259	0.0628793370053207	0.07896120779384695
-14	-40	2	0.07044631202136654	0.05918364257779623	0.06802584707430384	0.0724221088477371	0.06868787858741615	0.07310241719695258	0.06753338205118521	0.05245051317844153	0.0719746053379948	0.09165803970130623	0.062178720676409865	0.0755364197417311
-13	-37	2	0.06222977386035563	0.056549600070856756	0.059252346364788266	0.06416476290669282	0.05985567218255876	0.0628747697736748	0.05918110239776269	0.04482791747990972	0.0631796442149732	0.08068623700909629	0.05303156782353501	0.06913515280311971
-12	-34	2	0.06783773212958305	0.05354831125285361	0.06572567834896267	0.06803418863827713	0.06423511708502264	0.06646605318131439	0.062049330300723717	0.05156436492003433	0.06572076259525216	0.08628608882826576	0.05716872681604196	0.06787106794268212
-11	-31	2	0.06364153338980398	0.05593541227476751	0.05978467112693865	0.0652446026457396	0.06280788727305897	0.0660598148490814	0.05207937011003116	0.043627745809542685	0.06395543736533874	0.07103998063620802	0.04819770655982066	0.06837082242239001
-10	-28	2	0.0734017255691737	0.05773365283238964	0.07381570035151974	0.07607299558451432	0.07041326257242704	0.07538281388545374	0.06130359104595384	0.05015771210207727	0.07506194542618418	0.08464892284791056	0.058894826263246845	0.08165841211815277
-9	-25	2	0.06037836603453924	0.0497682069820775	0.05870030587070639	0.06123376932928011	0.05937667039635178	0.061048404162375204	0.05473726130010839	0.04187695774560225	0.059926062737419766	0.0762026347219872	0.048499089002983414	0.06266039255866894
-8	-22	2	0.07308420179957457	0.05837316796027638	0.07317822501906804	0.07252495072764631	0.06929396248016786	0.07176763410532987	0.05470666686914346	0.04623457029786677	0.06676570847125472	0.0747422082508749	0.05558353344615992	0.07178091181333797
-7	-19	2	0.06033928618597321	0.0529024642920175	0.05868059013877489	0.06291780511279355	0.0582475947574353	0.06217836120413253	0.052140558971960994	0.04105533484581694	0.05926109717996359	0.08177458030285514	0.04857737015705167	0.06401266938611383
-6	-16	2	0.04901101508289096	0.04816625324588595	0.0461085250771245	0.052920717369951666	0.04786596420739816	0.05252422672047782	0.053869144321478844	0.045516187971876475	0.050497801083487545	0.07478871864804405	0.05573226763888959	0.05818465023304974
-5	-13	2	0.06714894979860651	0.047330451296568606	0.0703917349060833	0.07026242936964351	0.06827241785448153	0.07159011819544653	0.05533767700779489	0.04740032844363547	0.07293247239099714	0.07136090237667538	0.05426058194240652	0.07064176557282734
-4	-10	2	0.07123279397375819	0.06364758480710471	0.06970168428848098	0.07485174826059236	0.06867321526743023	0.07806944890618792	0.06426360224180963	0.05607683833299138	0.06985304855944413	0.07603054625246121	0.06648809820786696	0.07755748565231449
-3	-7	2	0.0674469336439226	0.05105356907080035	0.06690205035420858	0.06770852268523128	0.06725576100212384	0.07471371545589353	0.07627191639553983	0.04906938438665485	0.0653724473032513	0.09808112555037023	0.05636243092913899	0.06691565496676996
-2	-4	2	0.054907187235292976	0.049122360021241374	0.05203638847786086	0.056815853571513295	0.05528071634694918	0.0580135648568699	0.04512678567325361	0.038710913482555176	0.05281726427794777	0.07440733339125678	0.04635027132381	0.057971519646115494
-1	-1	2	0.05305089442840585	0.044728067954376005	0.05401453358165426	0.054921848949851866	0.05537358404019338	0.05773704968955164	0.04544802719838525	0.035901909537215865	0.051503165676308194	0.06868190349973052	0.042678885198009144	0.0550979313877951
0	2	2	0.06661160188082339	0.05464371835309526	0.06793384032529019	0.06920401502224449	0.06840438773435487	0.06937116932190497	0.04976949057217987	0.04854457813653019	0.06601366409079834	0.070416741314141	0.05752099200934907	0.07142079461472493
1	5	2	0.0628941312859784	0.056650909398046734	0.06254487359734803	0.0663330125414455	0.06157128062091236	0.0684801760049906	0.05196464099391272	0.04320618013321305	0.06463623543606768	0.08212805932134092	0.0543153787502543	0.0694291260264773
2	8	2	0.062112534314657485	0.0539852077263604	0.06393154674319657	0.06501320841594387	0.06305227593949111	0.06679377486109898	0.05797262237464843	0.04301690574792219	0.06385252602906576	0.08738838524117537	0.05046786002779988	0.06651144178465328
3	11	2	0.06744693364392261	0.05555550229780508	0.0701420023016177	0.06886549383420998	0.07012977171936577	0.07107122553578758	0.04868721257679591	0.038710913482555176	0.06524578719706918	0.07402594813446949	0.0440840319135342	0.07007586711786398
4	14	2	0.05260147616989633	0.055422533805868236	0.047567489240055175	0.051236681586438224	0.05346735244202273	0.05298849910017268	0.029133546886342884	0.03321765461854552	0.05298350566731182	0.06437504072186429	0.03787633639592208	0.05218024714597109
5	17	2	0.07288880255674435	0.06136812494533016	0.07285620139752028	0.06896405063578964	0.06125846312787923	0.06988664821406616	0.06561740581200724	0.05002005800368393	0.06825396471889474	0.08095134627296062	0.06377174216169873	0.07954180490997818
6	20	2	0.062381208273549045	0.04871079087953208	0.06036299926359586	0.06170084286720113	0.058223155890792085	0.061881363431827735	0.06061904065311381	0.04269427895481277	0.05953024990560061	0.09744393310915242	0.049892493545398243	0.06396857340261018
7	23	2	0.06249844781924718	0.049856852643368726	0.06027756442522604	0.062287898598349586	0.05749487766482432	0.06265287488632065	0.05410242685758634	0.04392026076862856	0.060226880489602314	0.07132834509865695	0.05412358992278709	0.06563687144516447
8	26	2	0.059889867927463696	0.05380791640377793	0.05739249565258385	0.06122519917262101	0.057763705197899674	0.060567062945191576	0.05304309468542606	0.04282332967205654	0.058239900073870164	0.07427245323946616	0.05207653774390238	0.06295436578202653
9	29	2	0.06254241264888398	0.050996582574256	0.05988324978659612	0.06371911476041953	0.05855552447713979	0.0640456920254052	0.054377776736270596	0.04404070810472274	0.0627125850734266	0.0769979625135802	0.05225658439825936	0.0661219272637045
10	32	2	0.05630917680259983	0.04959091565949503	0.05421826281161304	0.05772000509904849	0.0537166288817835	0.05729325991484332	0.05188815491650042	0.040973602724895884	0.0539255402070414	0.07419338556427854	0.047786730500962354	0.05620768030596998
11	35	2	0.061179502930143154	0.05081929125167353	0.05582838091935185	0.06165799208390563	0.05783213402450068	0.0605260977352185	0.05101238933012966	0.04167047659801223	0.05805782617123337	0.06979350199207394	0.046569458555201095	0.061366910375895575
12	38	2	0.05652411596971308	0.0501291214601918	0.05475058757376342	0.059044094302879685	0.056473333039138	0.05899331612872594	0.048606902195513	0.04053052859569229	0.05470924961404333	0.06926793450406221	0.04809594105953194	0.05927235115947279
13	41	2	0.060090152151364665	0.05204133501090266	0.05755022150803582	0.061388032149143935	0.05690345709205855	0.06169019245195338	0.05193022225907719	0.04101231794006902	0.05879403803841699	0.0743887292323891	0.04949717371735359	0.062094494103705586
14	44	2	0.058385293757670965	0.052617531809295674	0.054546858343804634	0.05968685605231229	0.056111637812818436	0.060570476712689336	0.04986509816894524	0.039433597499120274	0.057242451737685905	0.07027255908291653	0.04614282626552914	0.06363050419574896
15	47	2	0.06267919211886513	0.04905904169174763	0.0631757770191559	0.06541172070059208	0.06120958539459279	0.06622367568897371	0.05367792912794811	0.04266416712078923	0.06321130924151874	0.0746445364168196	0.049301470832182975	0.06218268607071286
