Codon	Nucleotide	Frame	wt_ribo_YPD1	wt_ribo_YPD2	wt_ribo_YPD3	ncs2d_ribo_YPD1	ncs2d_ribo_YPD2	ncs2d_ribo_YPD3	elp6d_ribo_YPD1	elp6d_ribo_YPD2	elp6d_ribo_YPD3	ncs2d_elp6d_ribo_YPD1	ncs2d_elp6d_ribo_YPD2	ncs2d_elp6d_ribo_YPD3
-15	-43	2	0.15533538705612157	0.13694192846064135	0.1492753987748683	0.152227494465811	0.15093953616630965	0.15591551998999034	0.12630185376040268	0.10678174185243457	0.16161554444122284	0.20493142192894792	0.13216480028015257	0.1866225237679655
-14	-40	2	0.15360680379379044	0.13507809855036837	0.15209482796521184	0.15093930728535196	0.14493960733426653	0.1534247201163073	0.1215295322581488	0.10265299152093826	0.15935969436926162	0.20102810498378193	0.13480613520182305	0.18778474320936178
-13	-37	2	0.15372918136988467	0.13090430923002302	0.15468787962932345	0.15023482992103837	0.14843701482947536	0.15913324858217326	0.12834970062837106	0.10668071207270792	0.15908700919572785	0.23270614362458797	0.13537607521972408	0.17709462577315266
-12	-34	2	0.14331943880336828	0.12711716547617052	0.1428545089399253	0.1406539377663741	0.13815907551642187	0.14523073684086488	0.1109370143943005	0.0977227382702771	0.14959260724450635	0.18561874181965649	0.12724983367416712	0.17021336611023222
-11	-31	2	0.13084457464026153	0.11534926067035127	0.13072273151140323	0.1290132879846216	0.12423066929917886	0.13359987734486833	0.12360133055147356	0.09670570515436203	0.129562641770389	0.20291422268676326	0.1201899315169411	0.14899423096236386
-10	-28	2	0.1323513485459219	0.1126823976604394	0.13242056295814297	0.12530304053257027	0.11648586320475583	0.1255288305438781	0.11815836913924174	0.09779682677540999	0.12947587830608281	0.1852691910484476	0.11662933850188181	0.145254415928168
-9	-25	2	0.1306457110791084	0.11655876731425181	0.12907634950244348	0.12500112166215016	0.12015928902029245	0.12472172586377905	0.10688922350907638	0.091337656191552	0.1310995945666703	0.163130975538551	0.10755319692648974	0.14062855240894725
-8	-22	2	0.12095493677214568	0.10575251943022233	0.12077241024475281	0.11627902096112523	0.11119766062447294	0.11573132803645086	0.11581112945431887	0.09615340902518961	0.1188659460994959	0.19206358416382052	0.11255396095452481	0.13232040947144133
-7	-19	2	0.13190772983258028	0.12201146120068869	0.13075360117407123	0.12989891667118722	0.12820256096222782	0.1365877681804667	0.11599675300083062	0.09732535447001889	0.12937672006116144	0.16532295016634008	0.11579587783054264	0.15076632793241362
-6	-16	2	0.15976392559103197	0.11794672575807211	0.16220978743275824	0.14569933755650538	0.14749569946424407	0.14874778902301825	0.11320641194681519	0.09392401855255457	0.15624860443485356	0.17577306176393928	0.10962459183025916	0.1589248782685517
