Codon	Nucleotide	Frame	wt_ribo_YPD1	wt_ribo_YPD2	wt_ribo_YPD3	ncs2d_ribo_YPD1	ncs2d_ribo_YPD2	ncs2d_ribo_YPD3	elp6d_ribo_YPD1	elp6d_ribo_YPD2	elp6d_ribo_YPD3	ncs2d_elp6d_ribo_YPD1	ncs2d_elp6d_ribo_YPD2	ncs2d_elp6d_ribo_YPD3
-15	-43	2	0.12017865019859429	0.10678376845751104	0.11465019219567524	0.1209598594683316	0.11692476013598417	0.12142324430504423	0.10160356208141534	0.08268783722284681	0.12164116973825402	0.15850928215470872	0.10025914992449815	0.14289754694443707
-14	-40	2	0.12107422918776578	0.11213795643257006	0.12271861993786705	0.12380213149728793	0.12507515997496457	0.1260116885576093	0.09215811366617077	0.0801313949532448	0.13133560976900568	0.1587296401884697	0.09765894277929102	0.1437831817040779
-13	-37	2	0.12121007543893224	0.10539467949443239	0.1180007557295552	0.11736288477330149	0.11912471364409685	0.11716530868063325	0.1042071656687701	0.08232009942669954	0.1202713918365162	0.16124459600856766	0.10444770065918066	0.1400892521083111
-12	-34	2	0.12976838926241918	0.11170101295592091	0.1255073718084904	0.12019191640460737	0.11701537606995678	0.12303007880575091	0.10120573460437626	0.08524871006830605	0.12766656181792224	0.16318949517611012	0.10273035454467176	0.14874122245249435
-11	-31	2	0.11005055747273938	0.08654741609867038	0.1121457305642902	0.1065013452340756	0.10476208810943902	0.10504900301447288	0.09480504499854957	0.07808889948307748	0.11094385660087287	0.19662643160331755	0.09225696204351189	0.11461779085881271
-10	-28	2	0.10758519958119994	0.0807367200136794	0.10982402694384408	0.10104188793622008	0.09836359632726231	0.10320307716573977	0.08846737756730332	0.07616159898519727	0.09956980795251412	0.12449270829086918	0.09240208988417462	0.10790361964683495
-9	-25	2	0.10097904670040139	0.0892929863026897	0.09880439576574987	0.10020332941836031	0.09540347581749058	0.10133253897235694	0.09592368859735251	0.07629894683677034	0.10500815236000895	0.12649509216287103	0.09721146527058099	0.12061285692407353
-8	-22	2	0.10387206871598338	0.08923429240284131	0.10291306660426533	0.10348694803566387	0.09969766424408123	0.10379728948657005	0.09151213637672119	0.0733304610124491	0.10267626855109811	0.1455656428672711	0.09401865277600104	0.11653288140743767
-7	-19	2	0.11289326606196344	0.09366242106918123	0.11324227862992363	0.11141794622826401	0.10946908245746043	0.11412392609176827	0.09251655228409705	0.07734899331492578	0.11681433332260643	0.14840155495393398	0.09475235463712928	0.13101338820395786
-6	-16	2	0.1420096458953079	0.10497730065106603	0.14996310119820433	0.13023696475539087	0.13361319464260552	0.13760761893688872	0.09006656524728218	0.07695910263949253	0.13240371039476556	0.1359848587907074	0.09365986450325155	0.14492618041096472
