Codon	Nucleotide	Frame	wt_ribo_YPD1	wt_ribo_YPD2	wt_ribo_YPD3	ncs2d_ribo_YPD1	ncs2d_ribo_YPD2	ncs2d_ribo_YPD3	elp6d_ribo_YPD1	elp6d_ribo_YPD2	elp6d_ribo_YPD3	ncs2d_elp6d_ribo_YPD1	ncs2d_elp6d_ribo_YPD2	ncs2d_elp6d_ribo_YPD3
-15	-44	1	0.12411031282194955	0.155182820089206	0.13371836871992018	0.13685336440954088	0.14181776238069962	0.13523596487648953	0.1535585948439881	0.18448889630174892	0.1308521457246505	0.09786840741538905	0.15605754892383047	0.1227797610742937
-14	-41	1	0.09950685684173095	0.12547696199448471	0.1071602240589494	0.10948269152763271	0.11091937710669207	0.10333658200853166	0.12221349615424972	0.14720251104792137	0.10458073636731985	0.08494248309687456	0.12939111856724486	0.10456028344836114
-13	-38	1	0.11013072822202051	0.14829095508439102	0.1244419145692577	0.11832697181391308	0.12873986494170106	0.11960216192676865	0.1298068553087099	0.1648606954274783	0.1142980125442279	0.08244775052524254	0.13706037738987245	0.1153720949286172
-12	-35	1	0.09113545049928169	0.11828055732567212	0.09813114201897122	0.09330850113580287	0.0984291929171991	0.09209666294719127	0.11119332878737653	0.13275572342002098	0.08964063117198844	0.07975849689539358	0.11719151315088794	0.08783924451372208
-11	-32	1	0.1109326262060135	0.14896623868716827	0.12530084550913384	0.11699181703918585	0.12334823469623662	0.11314875650825375	0.14810449169144274	0.1810301230496146	0.11433112081058877	0.08821043687491888	0.16015818784606786	0.1207972114211977
-10	-29	1	0.10442039735511487	0.13311693530433724	0.12007167394716778	0.11122556135101826	0.11054630695700589	0.10907254578483337	0.13473314202713796	0.16080821857419741	0.10560709262450604	0.08992222218722778	0.1354111184221463	0.10428364861304541
-9	-26	1	0.08742731077712293	0.11291139064084507	0.09518329103331626	0.09259611989693835	0.09735086686810619	0.09179683658925142	0.10528338416900261	0.12317550621970101	0.0897565101042514	0.07700602392162413	0.10939129579980564	0.08714765742543278
-8	-23	1	0.08699316218706302	0.11632091079212241	0.09222856860014227	0.09117583780435938	0.09646163116885424	0.09002286397144062	0.10411179162963617	0.12722348531842775	0.08778656825578111	0.07605287073636122	0.11062721691209675	0.08249097103095149
-7	-20	1	0.09587022394617033	0.12883351872593637	0.10511253269828463	0.10420479782082508	0.10741353980964125	0.10385770877352238	0.11313665293117203	0.13858931107674166	0.09940756974843779	0.0771470516888314	0.12201651643364032	0.09782115148803097
-6	-17	1	0.09460863921976094	0.11483793503700374	0.10341528516108936	0.1029502899787995	0.10626877661060426	0.10367210198051198	0.10991777240492642	0.12796111706530686	0.09814945562672567	0.07317395907475076	0.1127512005454712	0.09346415283180837
-5	-14	1	0.10568708971199554	0.147337613527529	0.12247668057882102	0.11507869258009684	0.12813682004220836	0.11968782660046577	0.12794750196125126	0.15476773420798626	0.10455590516754922	0.06285947996279846	0.1397613970392504	0.10296194884431477
-4	-11	1	0.06883553586161628	0.07746562192251703	0.07041859417480689	0.07036892916733505	0.07320862868841521	0.06646864806614199	0.07115125476275094	0.08812450497928144	0.06693663751503881	0.06384181130679391	0.07711820344375374	0.05929206636933597
-3	-8	1	0.09843425444275943	0.12025344471417825	0.09986961824128056	0.09910163913487101	0.1036623961127968	0.1035578824155825	0.11834284230405624	0.1425473350843856	0.10316535798039371	0.06471715606877006	0.1236534980393239	0.09615365817515566
-2	-5	1	0.09519601672395964	0.12348421332354396	0.11078147690146728	0.1027441922618953	0.09999302121588356	0.09883918663943389	0.11274878782428278	0.13591314711702784	0.09022002583330323	0.08895934294905401	0.12664917437772485	0.09308762208373975
-1	-2	1	0.09625840386198858	0.1232193962244156	0.10874752843584053	0.09762759242049095	0.09551106886965388	0.09128641790847286	0.1234850539273505	0.15552335697308192	0.08839907118345675	0.08206843446171955	0.1297676243365521	0.08610259249201783
0	1	1	0.07291653260817942	0.10076290621833259	0.08350183025100053	0.08187455823276969	0.08051671518226748	0.07837603771003897	0.08401478103968528	0.10417249322845595	0.07749817448414845	0.05791864508408863	0.06975997112620604	0.06100566548809724
1	4	1	0.09176368904725071	0.12992588925984078	0.1029342838347587	0.10011868656394174	0.1019299196642542	0.09906048704648474	0.11141725091094144	0.1436852669865832	0.09587326231441755	0.07257580682073372	0.11377840650303768	0.08774703290195016
2	7	1	0.09461374685023224	0.13219007545738806	0.10156686577847586	0.10004700040154028	0.09646163116885424	0.09374570791586045	0.11647549173789885	0.14115752892715608	0.09002137623513816	0.07032908859832827	0.11631982044586144	0.08530342518999463
3	10	1	0.0949355275699237	0.12387481854475825	0.10654866522975759	0.10130150824356586	0.09979370976605122	0.0989712530113836	0.1071027514229675	0.13058780572492512	0.08925988610883871	0.07262443708528796	0.10490596620023263	0.08348224585749948
4	13	1	0.05197014004540666	0.07735307465538749	0.05258718786297786	0.05442323841815987	0.05426381985435203	0.052084121607837174	0.06864812531004316	0.08885314121705226	0.050018313404646915	0.05977145816360482	0.06731268362570907	0.04643623082813599
5	16	1	0.17785790827136616	0.23556143010213473	0.17568917016602872	0.17900034751645044	0.2161149382181991	0.1925741864710822	0.18154486168025277	0.24075130801949662	0.18073802606385406	0.09159024026143787	0.18087828252000784	0.14783058227232834
6	19	1	0.11160683342822418	0.1334810588156387	0.12379599850247082	0.12150804527047794	0.12426302314546707	0.12435655131695773	0.1373242408855319	0.1540346002156613	0.10332262224560772	0.09443511073786037	0.1245210982903362	0.09744462073996235
7	22	1	0.12220005902568594	0.16116768652950644	0.1406310449240435	0.13524490614065807	0.14593175512723883	0.13501823383084274	0.14268237741369236	0.17708559230563312	0.11885867623543435	0.0833911776575946	0.14745930303997745	0.11196026529305664
8	25	1	0.10224454677434404	0.12476195582683819	0.11351631301403295	0.11280713730900051	0.1210382660981798	0.11437304746984148	0.11858675747436802	0.14473324379769803	0.09839776762443198	0.07468636030238732	0.116213416641492	0.0905594870609933
9	28	1	0.0897921436853316	0.10912450612330983	0.0983304139970225	0.09681216232317431	0.10100491011503233	0.09772911524277562	0.10869019933466875	0.12923398160412872	0.08685953679767744	0.07021723898985355	0.10500827755058785	0.07917135300716284
