Codon	Nucleotide	Frame	wt_ribo_YPD1	wt_ribo_YPD2	wt_ribo_YPD3	ncs2d_ribo_YPD1	ncs2d_ribo_YPD2	ncs2d_ribo_YPD3	elp6d_ribo_YPD1	elp6d_ribo_YPD2	elp6d_ribo_YPD3	ncs2d_elp6d_ribo_YPD1	ncs2d_elp6d_ribo_YPD2	ncs2d_elp6d_ribo_YPD3
-15	-45	0	0.2735079162725619	0.2681807584472522	0.2668276431597831	0.2651730612870517	0.2580345223777107	0.25818422119557755	0.2956963676054764	0.2815433985209146	0.2875245457389523	0.29748055920385685	0.2997377056825467	0.28990877413186444
-14	-42	0	0.2481035588281427	0.23546517468223754	0.24914912509074907	0.24163243891184188	0.24143821572601604	0.2343359948483328	0.2804744141996295	0.25384516549023867	0.25977909878364314	0.27825038885623443	0.2729269852958656	0.25461589058541256
-13	-39	0	0.3054072388888553	0.2952217336276185	0.3233749363576575	0.2987801994852067	0.2941611378483554	0.29050692267525013	0.3143671286363972	0.30726878855419754	0.3205770449730282	0.2724969932501955	0.33177992003493356	0.34388915705615425
-12	-36	0	0.27750218282868283	0.2794589320035955	0.28965855518115796	0.2791039172139693	0.28437199043050326	0.2763540704201898	0.2720267127851795	0.2637757452263512	0.2997263249321836	0.3086155323325513	0.2851905293875622	0.3119049813421822
-11	-33	0	0.28731314287733667	0.27580018593649824	0.2982397336599227	0.2696383874103044	0.26552719613661285	0.2654425852073067	0.2853874900698746	0.26414376792617067	0.28478219864092863	0.3149494859986101	0.2796131968910699	0.2954335946870333
-10	-30	0	0.24508901803107028	0.21879656699305938	0.25001553838506047	0.2304060200716857	0.23004496431952434	0.22861452717417954	0.25124804911560555	0.22959789941524716	0.24183726513827317	0.26586949899199186	0.2425865160949676	0.23959786157630622
-9	-27	0	0.24230056779377834	0.22118540847861554	0.24711213213284686	0.22500916561854847	0.21831581079575335	0.22059010891319134	0.2357471874725831	0.22565824657947472	0.24376912098870285	0.2413816904828418	0.24340994116826858	0.23619638623450445
-8	-24	0	0.23557951206212374	0.22484415454571274	0.23728663668884778	0.2276955731247315	0.22002274196315197	0.2186941246462753	0.2573893939534119	0.24897037300738403	0.23515348800057964	0.24656105115313087	0.2609104687261596	0.23653653376868464
-7	-21	0	0.2202670150588128	0.2013997622711094	0.22323046356305176	0.2047379071882236	0.20208282684234036	0.1992363467150963	0.23640691272590203	0.21468393033403815	0.21415843390194433	0.24070980868304362	0.2204144236212156	0.20940719104255695
-6	-18	0	0.24525344752909242	0.2230414228670216	0.24443915494826926	0.23247942183820275	0.2410406173014815	0.23541804647541117	0.24053153646413183	0.23227058885819846	0.24235908827028582	0.22419325803169363	0.24313546614383494	0.23238261085127224
-5	-15	0	0.2737134531450896	0.28945832052677856	0.2908844378209815	0.26341217225056035	0.2595015234613384	0.25948172558026	0.2544447666032323	0.2558662737597391	0.2629655506748691	0.2578591023885725	0.25707879738506545	0.2653563066646774
-4	-12	0	0.17578198461474215	0.17264485992824363	0.16009289903078766	0.1639670156402473	0.15363751535637343	0.15977976503919913	0.20132883828113843	0.1849645890338619	0.16390797655111225	0.2411077192635066	0.20137134642600746	0.17815484790212416
-3	-9	0	0.19419123716413655	0.16651734831101778	0.17641649418212194	0.17798200960986416	0.1677316939916003	0.1734251063541254	0.22700985058106626	0.2107865096113597	0.1950397225545884	0.20641774439625574	0.23588383599829732	0.19496638209145328
-2	-6	0	0.2238228029535414	0.20124879459358352	0.2215529399506617	0.20539298194923913	0.20362523452372464	0.20101742284462348	0.2100769024125466	0.19514252828952516	0.22344022407987085	0.20912484096825817	0.20222770850224053	0.21212837131599832
