name	aa_num	SRR1944912	SRR1944913	SRR1944914	SRR1944915	SRR1944916	SRR1944917
CCW22	131	123.91106719367589	123.39062499999999	124.26594301221168	124.71501831501831	121.18193548387097	124.48398576512456
FLO8	794	768.9999999999999	858.7166666666666	988.7142857142858	787.0941176470589	792.5408163265306	808.4358974358975
NM_001178148.1	1155	1131.0	1145.832786885246	1147.8805970149251	1141.3761467889908	1160.3222222222223	1151.4397590361446
NM_001178149.1	1269	1261.3815789473683	1330.8620689655172	1278.2	1255.550847457627	1259.4767441860465	1268.4905660377358
NM_001178150.1	201	196.38118279569892	196.34094640270402	198.67265333785159	196.98063750606764	198.51014800474613	193.84336167429694
NM_001178151.1	637	623.7501623793484	623.0730794971079	624.9113253723785	622.6043240863979	624.4799971660684	622.546537193111
NM_001178152.1	210	199.38530734632684	204.71137724550897	197.3960612691466	203.62912087912088	204.62780269058297	204.82142857142858
NM_001178153.1	193	191.2634730538922	196.4517766497462	191.1	203.328125	185.6824034334764	187.23741007194243
NM_001178154.1	254	245.33333333333334	252.62295081967213	270.5882352941176	253.0	245.54054054054055	253.46938775510205
NM_001178155.2	488	476.37333333333333	500.0888888888889	507.5	479.29670329670336	506.18181818181824	474.0869565217391
NM_001178156.1	620	596.0	640.1481481481482	605.6129032258065	607.92	596.0	620.3265306122448
NM_001178157.1	389	378.491298719977	381.36082218920257	376.26008542952064	379.7090319853459	381.9567774184064	379.95359891353553
NM_001178158.2	400	387.3253012048193	390.7772925764192	401.0666666666666	389.0153846153846	396.5090909090909	415.73983739837394
NM_001178159.1	250	230.14678899082568	231.38095238095235	233.97647058823532	236.10055865921785	243.50704225352115	251.11111111111111
NM_001178160.1	394	386.56716417910445	390.0	400.2040816326531	418.6842105263158	386.4444444444444	388.5
NM_001178161.1	630	610.3080568720379	613.2208982584784	613.5822906641001	609.796397807361	612.0848927430397	614.3013698630136
NM_001178162.2	1351	1347.734375	1355.926430517711	1353.9441624365481	1339.6682577565632	1359.169696969697	1354.2205128205128
NM_001178164.1	1126	1119.8606158833063	1117.875150060024	1115.9493670886077	1116.7589285714284	1122.961956521739	1125.0651162790698
NM_001178165.2	328	304.0	313.70212765957444	321.88235294117646	317.2173913043478	318.6153846153846	322.4242424242424
NM_001178166.1	832	830.9491124260355	829.1637043966324	831.4688796680498	824.4100580270793	825.4454545454545	834.6373626373626
