name	aa_num	SRR1944912	SRR1944913	SRR1944914	SRR1944915	SRR1944916	SRR1944917
CCW22	131	125.51509054325955	123.96322941646683	127.37815126050421	123.69287833827893	119.90163934426229	126.37469586374696
FLO8	794	768.9999999999999	858.7166666666666	952.0952380952381	787.0941176470589	792.5408163265306	808.4358974358975
NM_001178148.1	1155	1131.0	1145.832786885246	1148.0075187969926	1141.4079754601228	1168.981343283582	1151.4397590361446
NM_001178149.1	1269	1278.2	1309.396551724138	1278.2	1255.550847457627	1259.4767441860465	1268.4905660377358
NM_001178150.1	201	193.69949689257177	194.48914400999135	196.10513940208264	195.94081885188572	196.43313646254276	191.78671139487068
NM_001178151.1	637	622.8367507290612	622.3903949870252	623.1539321812159	622.7647954469087	623.6652798297973	621.182313921784
NM_001178152.1	210	202.4954128440367	208.05623471882643	199.5796460176991	205.89166666666665	207.16843702579666	206.04790419161677
NM_001178153.1	193	191.2634730538922	196.59183673469389	188.49999999999997	199.90661478599222	183.50643776824035	187.63970588235296
NM_001178154.1	254	245.33333333333334	252.62295081967213	270.5882352941176	253.0	245.54054054054055	258.75
NM_001178155.2	488	470.18666666666667	494.93333333333334	493.0	490.067415730337	500.909090909091	484.62222222222226
NM_001178156.1	620	596.0	664.7692307692307	605.6129032258065	607.92	596.0	608.1632653061224
NM_001178157.1	389	378.14841498559076	381.212158808933	375.68928571428575	378.298969072165	381.2509214212001	378.831404583617
NM_001178158.2	400	389.6727272727273	390.7772925764192	396.88888888888886	387.65891472868213	401.37423312883436	423.0
NM_001178159.1	250	230.14678899082568	231.38095238095235	233.97647058823532	234.7888888888889	243.50704225352115	247.52380952380955
NM_001178160.1	394	398.4615384615384	385.0	400.2040816326531	435.8904109589041	382.3333333333333	388.5
NM_001178161.1	630	608.8652482269504	610.9853747714808	613.5895953757225	608.8428459734167	611.2479489516865	610.9626933575978
NM_001178162.2	1351	1347.734375	1355.926430517711	1360.8520408163267	1339.6682577565632	1359.169696969697	1354.2205128205128
NM_001178164.1	1126	1118.0745542949758	1115.2134292565947	1113.1594936708861	1115.529017857143	1126.0545702592087	1130.322429906542
NM_001178165.2	328	304.0	313.70212765957444	321.88235294117646	313.9130434782609	318.6153846153846	322.7076923076923
NM_001178166.1	832	830.9763033175356	824.6130841121495	829.792531120332	824.4418604651163	823.6268486916952	830.2385321100917
NM_001178167.1	512	512.1865889212828	512.0	526.5860465116278	496.35974304068526	504.3758389261745	529.3559322033899
NM_001178168.1	754	747.9871114480667	746.5357897916037	745.5227406969876	742.8761699064074	744.0145051194538	737.4489795918367
NM_001178169.1	1430	1471.0925925925926	1444.2585034013605	1468.955223880597	1472.952380952381	1436.5652173913043	1421.4505494505493
NM_001178170.2	301	293.53731343283584	296.2465940054496	298.7125890736342	290.40891719745224	293.20744680851067	298.3076923076923
NM_001178171.2	1350	1335.9512195121952	1334.392405063291	1333.534090909091	1329.5837837837837	1338.4157303370787	1329.9347181008902
NM_001178174.1	1466	1490.0666666666666	1472.4452975047984	1467.935251798561	1461.6764132553606	1456.7142857142856	1472.0416666666667
NM_001178175.1	112	99.84615384615384	95.85130111524164	105.9591836734694	98.37142857142858	95.47490347490347	95.46666666666667
NM_001178176.1	755	752.0865384615385	736.8951612903227	739.9146341463414	748.9386503067484	741.013698630137	731.0
NM_001178177.1	374	359.90566037735846	359.2920353982301	383.65384615384613	362.8440366972477	374.7787610619469	360.7692307692307
NM_001178178.1	168	168.6857142857143	163.14450867052022	185.9240506329114	167.2258064516129	166.2967741935484	169.88764044943818
